NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	16		Rejected!	
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	18	17		
GO_POSITIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	37	33		
GO_RESPONSE_TO_EXTRACELLULAR_STIMULUS	523	471		
GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY	431	408		
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	16		Rejected!	
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	159	149		
GO_POSITIVE_REGULATION_OF_RECEPTOR_INTERNALIZATION	24	24		
GO_CARDIAC_MUSCLE_CELL_CONTRACTION	73	66		
GO_AMINO_SUGAR_CATABOLIC_PROCESS	8		Rejected!	
GO_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	14		Rejected!	
GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	18	18		
GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	23	21		
GO_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	41	38		
GO_NUCLEUS_LOCALIZATION	24	23		
GO_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	19	19		
GO_ORGANELLE_ASSEMBLY	828		Rejected!	
GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT	107	104		
GO_FATTY_ACID_DERIVATIVE_TRANSPORT	47	39		
GO_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	32		Rejected!	
GO_CARDIAC_VENTRICLE_DEVELOPMENT	126	113		
GO_MALE_MEIOSIS_I	24	18		
GO_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	222	217		
GO_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	73	69		
GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	21	21		
GO_POSITIVE_REGULATION_OF_HEART_CONTRACTION	39	36		
GO_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS	16	15		
GO_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	84	80		
GO_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	23	23		
GO_FEMALE_SEX_DIFFERENTIATION	116	106		
GO_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	17		Rejected!	
GO_ECTODERMAL_PLACODE_DEVELOPMENT	13		Rejected!	
GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS	66	60		
GO_CELLULAR_RESPONSE_TO_ETHANOL	14		Rejected!	
GO_RESPIRATORY_BURST	36	34		
GO_POSITIVE_REGULATION_OF_DNA_REPAIR	65	64		
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	11		Rejected!	
GO_NIK_NF_KAPPAB_SIGNALING	177	157		
GO_MAMMARY_GLAND_DEVELOPMENT	142	134		
GO_NEGATIVE_REGULATION_OF_SECRETION	230	193		
GO_MITOTIC_SPINDLE_ORGANIZATION	104	102		
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	377	360		
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	58	56		
GO_MAINTENANCE_OF_CELL_POLARITY	17	17		
GO_MRNA_CLEAVAGE	22	21		
GO_POSITIVE_REGULATION_OF_URINE_VOLUME	14		Rejected!	
GO_GLYCINE_METABOLIC_PROCESS	7		Rejected!	
GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	55	50		
GO_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	34	32		
GO_ENDODERM_DEVELOPMENT	74	68		
GO_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	17	17		
GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE	67	66		
GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	25	22		
GO_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	19	17		
GO_REGULATION_OF_GROWTH_HORMONE_SECRETION	13		Rejected!	
GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	24	23		
GO_OXIDATION_REDUCTION_PROCESS	970		Rejected!	
GO_RESPONSE_TO_ATP	32	29		
GO_WATER_HOMEOSTASIS	70	64		
GO_VOCALIZATION_BEHAVIOR	18	16		
GO_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	38	38		
GO_LONG_TERM_MEMORY	33	31		
GO_ADRENAL_GLAND_DEVELOPMENT	25	21		
GO_CELLULAR_RESPONSE_TO_CHOLESTEROL	20	15		
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	26	18		
GO_VIRAL_LIFE_CYCLE	324	310		
GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK	27	25		
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	44	38		
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	72	70		
GO_REGULATION_OF_SENSORY_PERCEPTION	41	30		
GO_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	14		Rejected!	
GO_RESPONSE_TO_AUDITORY_STIMULUS	23	21		
GO_MAINTENANCE_OF_CELL_NUMBER	158	145		
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	727		Rejected!	
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	144	123		
GO_COENZYME_BIOSYNTHETIC_PROCESS	145	143		
GO_EPIBOLY	32	30		
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	156	124		
GO_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	113	104		
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	25	25		
GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	46	42		
GO_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION	20	17		
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS	129	123		
GO_NEGATIVE_REGULATION_OF_BEHAVIOR	17		Rejected!	
GO_POSITIVE_REGULATION_OF_P38MAPK_CASCADE	31	23		
GO_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	18	18		
GO_RESPONSE_TO_CAFFEINE	17	17		
GO_DISTAL_TUBULE_DEVELOPMENT	12		Rejected!	
GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	67	63		
GO_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	249	226		
GO_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	27	26		
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	22	22		
GO_GENETIC_IMPRINTING	27	25		
GO_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	349	267		
GO_POSITIVE_REGULATION_OF_CELL_DEATH	716		Rejected!	
GO_TROPHOBLAST_GIANT_CELL_DIFFERENTIATION	11		Rejected!	
GO_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	167	154		
GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	87	49		
GO_SIGNAL_RELEASE	460	409		
GO_REGULATION_OF_EXOSOMAL_SECRETION	16	16		
GO_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	16	15		
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	9		Rejected!	
GO_REGULATION_OF_T_CELL_DIFFERENTIATION	138	130		
GO_ADAPTIVE_IMMUNE_RESPONSE	621		Rejected!	
GO_TRANSLESION_SYNTHESIS	41	41		
GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	15		Rejected!	
GO_METHIONINE_METABOLIC_PROCESS	7		Rejected!	
GO_DICARBOXYLIC_ACID_TRANSPORT	95	88		
GO_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	12		Rejected!	
GO_DNA_RECOMBINATION	280	251		
GO_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	363	343		
GO_PROTEIN_FOLDING	226	207		
GO_REGULATION_OF_MRNA_POLYADENYLATION	16	16		
GO_NEURON_MIGRATION	154	135		
GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	12		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	12		Rejected!	
GO_REGULATION_OF_ACTION_POTENTIAL	55	46		
GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING	44	27		
GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	185	177		
GO_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	24	23		
GO_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	34	32		
GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	91	84		
GO_CALCIUM_ION_REGULATED_EXOCYTOSIS	154	143		
GO_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	634		Rejected!	
GO_RETINAL_METABOLIC_PROCESS	14		Rejected!	
GO_MOLTING_CYCLE	112	97		
GO_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	64	54		
GO_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	29	27		
GO_OOCYTE_MATURATION	25	23		
GO_DNA_BIOSYNTHETIC_PROCESS	189	180		
GO_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	87	87		
GO_SPERMATID_NUCLEUS_DIFFERENTIATION	21	15		
GO_MULTI_ORGANISM_LOCALIZATION	71	69		
GO_NEGATIVE_REGULATION_OF_CELL_DEATH	1019		Rejected!	
GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	188	181		
GO_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	184	152		
GO_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	47	45		
GO_METANEPHRIC_NEPHRON_DEVELOPMENT	41	39		
GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	58	52		
GO_TRACHEA_DEVELOPMENT	19	18		
GO_NEUROGENESIS	1599		Rejected!	
GO_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	22	21		
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	12		Rejected!	
GO_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	35	28		
GO_ENDOMEMBRANE_SYSTEM_ORGANIZATION	423	394		
GO_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	37	32		
GO_RETINOIC_ACID_METABOLIC_PROCESS	18	16		
GO_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	171	163		
GO_REGULATION_OF_PROTEIN_ACETYLATION	73	67		
GO_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	133	110		
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	288	272		
GO_SODIUM_ION_HOMEOSTASIS	52	44		
GO_CELLULAR_RESPONSE_TO_HEAT	137	127		
GO_T_CELL_RECEPTOR_SIGNALING_PATHWAY	201	196		
GO_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	20	17		
GO_PURINE_NUCLEOTIDE_TRANSPORT	17	15		
GO_REGULATION_OF_PROTEIN_STABILITY	276	263		
GO_REGULATION_OF_DNA_METABOLIC_PROCESS	290	260		
GO_NADH_METABOLIC_PROCESS	9		Rejected!	
GO_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	61	60		
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	65	62		
GO_GROWTH	990		Rejected!	
GO_EMBRYONIC_MORPHOGENESIS	578		Rejected!	
GO_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS	32	31		
GO_OOCYTE_DIFFERENTIATION	50	44		
GO_INTERSTRAND_CROSS_LINK_REPAIR	53	51		
GO_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	28	25		
GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	37	37		
GO_GANGLIOSIDE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GO_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	13		Rejected!	
GO_ANDROGEN_METABOLIC_PROCESS	15	15		
GO_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT	17	15		
GO_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	21	19		
GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	58	55		
GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	30	28		
GO_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	32	30		
GO_MUSCLE_ATROPHY	13		Rejected!	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	121	104		
GO_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	25	25		
GO_DIGESTIVE_SYSTEM_PROCESS	97	81		
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	79	77		
GO_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	805		Rejected!	
GO_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	232	190		
GO_LEUKOCYTE_APOPTOTIC_PROCESS	107	101		
GO_NEGATIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	26	26		
GO_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	29	26		
GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	101	93		
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	90	86		
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	131	118		
GO_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	12		Rejected!	
GO_MICROTUBULE_BUNDLE_FORMATION	89	84		
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	91	83		
GO_EMBRYONIC_SKELETAL_JOINT_DEVELOPMENT	14		Rejected!	
GO_RESPONSE_TO_CARBOHYDRATE	229	201		
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	135	123		
GO_REGULATION_OF_PROTEIN_MATURATION	66	56		
GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	198	176		
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	56	50		
GO_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	10		Rejected!	
GO_EAR_MORPHOGENESIS	116	103		
GO_NEURON_CELL_CELL_ADHESION	16	16		
GO_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION	34	34		
GO_SYNAPTIC_SIGNALING	713		Rejected!	
GO_MITOTIC_CELL_CYCLE_CHECKPOINT	165	161		
GO_RESPONSE_TO_LIPID	921		Rejected!	
GO_RESPONSE_TO_NICOTINE	48	39		
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	31	30		
GO_POSITIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS	7		Rejected!	
GO_REGULATION_OF_MITOPHAGY	16	16		
GO_FATTY_ACID_METABOLIC_PROCESS	257	237		
GO_ACTIVATION_OF_IMMUNE_RESPONSE	708		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1633		Rejected!	
GO_CELL_CYCLE_G2_M_PHASE_TRANSITION	269	259		
GO_NEGATIVE_REGULATION_OF_CYTOKINE_SECRETION	68	57		
GO_VITAMIN_TRANSPORT	36	33		
GO_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	17	17		
GO_BLASTODERM_SEGMENTATION	19	16		
GO_NATURAL_KILLER_CELL_ACTIVATION	87	68		
GO_NEGATIVE_REGULATION_OF_BINDING	164	152		
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	14		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	6		Rejected!	
GO_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	54	48		
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	78	75		
GO_RETINA_LAYER_FORMATION	22	21		
GO_EPIDERMIS_DEVELOPMENT	460	286		
GO_CELLULAR_RESPONSE_TO_ZINC_ION	23	19		
GO_REGULATION_OF_GASTRULATION	43	36		
GO_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	71	69		
GO_ACTIN_MEDIATED_CELL_CONTRACTION	120	108		
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	39	38		
GO_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	41	39		
GO_CELLULAR_RESPONSE_TO_NUTRIENT	70	64		
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GO_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS	40	31		
GO_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	12		Rejected!	
GO_RESPONSE_TO_AMINO_ACID	112	102		
GO_DETECTION_OF_BIOTIC_STIMULUS	22	19		
GO_RESPONSE_TO_VITAMIN_A	18	17		
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	93	90		
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	11		Rejected!	
GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT	41	31		
GO_VENTRICULAR_SEPTUM_DEVELOPMENT	72	68		
GO_POSITIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	22	20		
GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY	139	132		
GO_VIRION_ASSEMBLY	38	38		
GO_LIPID_METABOLIC_PROCESS	1241		Rejected!	
GO_REGULATION_OF_PROTEIN_LOCALIZATION	990		Rejected!	
GO_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	23	22		
GO_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	45	41		
GO_KERATAN_SULFATE_BIOSYNTHETIC_PROCESS	28	27		
GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	14		Rejected!	
GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	23	19		
GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	266	257		
GO_BLOOD_VESSEL_REMODELING	44	36		
GO_TRIGLYCERIDE_CATABOLIC_PROCESS	33	26		
GO_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	17		Rejected!	
GO_GLIAL_CELL_MIGRATION	51	49		
GO_PROTEIN_K48_LINKED_DEUBIQUITINATION	34	32		
GO_RNA_SECONDARY_STRUCTURE_UNWINDING	8		Rejected!	
GO_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS	22	22		
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	70	58		
GO_STEROID_METABOLIC_PROCESS	314	280		
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	509	457		
GO_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	26	26		
GO_TOXIN_TRANSPORT	39	37		
GO_DETECTION_OF_LIGHT_STIMULUS	75	55		
GO_REGULATION_OF_HISTONE_PHOSPHORYLATION	13		Rejected!	
GO_REGULATION_OF_PROTEIN_IMPORT	57	55		
GO_NEUROLOGICAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	69	52		
GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION	112	100		
GO_DRUG_METABOLIC_PROCESS	342	308		
GO_FAT_CELL_DIFFERENTIATION	219	201		
GO_RESPONSE_TO_ABIOTIC_STIMULUS	1230		Rejected!	
GO_AMELOGENESIS	25	21		
GO_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	214	194		
GO_RESPONSE_TO_PROGESTERONE	46	40		
GO_REGULATION_OF_PROTON_TRANSPORT	18	16		
GO_REGULATION_OF_NEURON_PROJECTION_REGENERATION	32	27		
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	18	16		
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	17		Rejected!	
GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	43	33		
GO_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	101	97		
GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	46	36		
GO_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	38	32		
GO_RESPONSE_TO_FATTY_ACID	85	76		
GO_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	20		Rejected!	
GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	45	41		
GO_EPITHELIAL_CELL_APOPTOTIC_PROCESS	110	93		
GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	52	49		
GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	110	95		
GO_RETROGRADE_TRANSPORT_ENDOSOME_TO_PLASMA_MEMBRANE	28	28		
GO_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	198	173		
GO_DRUG_TRANSPORT	212	183		
GO_POSITIVE_REGULATION_OF_GROWTH	271	228		
GO_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	183	172		
GO_TISSUE_REMODELING	172	142		
GO_REGULATION_OF_CYTOPLASMIC_TRANSPORT	24	24		
GO_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT	21	21		
GO_SEGMENT_SPECIFICATION	17	16		
GO_CELLULAR_RESPONSE_TO_STEROL	24	18		
GO_T_CELL_MIGRATION	61	58		
GO_OSSIFICATION	385	351		
GO_MULTI_MULTICELLULAR_ORGANISM_PROCESS	222	192		
GO_REGULATION_OF_ENDOCYTOSIS	200	186		
GO_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	59	52		
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	550		Rejected!	
GO_ACTION_POTENTIAL	133	119		
GO_GOLGI_TO_VACUOLE_TRANSPORT	14		Rejected!	
GO_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	56	53		
GO_NEGATIVE_T_CELL_SELECTION	12		Rejected!	
GO_LIPOPROTEIN_LOCALIZATION	26	18		
GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	48	40		
GO_DETECTION_OF_VISIBLE_LIGHT	63	45		
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	14		Rejected!	
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	77	72		
GO_HISTONE_H3_K4_METHYLATION	56	48		
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	47	37		
GO_ALCOHOL_METABOLIC_PROCESS	222	208		
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	16	16		
GO_CELL_SUBSTRATE_JUNCTION_ASSEMBLY	96	96		
GO_REGULATION_OF_B_CELL_ACTIVATION	180	168		
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	24	18		
GO_REGULATION_OF_STEROL_TRANSPORT	61	43		
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	1011		Rejected!	
GO_NEGATIVE_REGULATION_OF_GROWTH	263	248		
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	13		Rejected!	
GO_REGULATION_OF_SYSTEM_PROCESS	610		Rejected!	
GO_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	355	316		
GO_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS	97	87		
GO_RESPONSE_TO_BMP	167	143		
GO_RESPONSE_TO_PH	39	35		
GO_SMALL_MOLECULE_CATABOLIC_PROCESS	396	377		
GO_OXALATE_TRANSPORT	11		Rejected!	
GO_CELLULAR_RESPONSE_TO_EXOGENOUS_DSRNA	17	15		
GO_RESPONSE_TO_TEMPERATURE_STIMULUS	244	225		
GO_DNA_REPLICATION_CHECKPOINT	16	16		
GO_RESPONSE_TO_ACETYLCHOLINE	29	22		
GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	37	36		
GO_REGULATION_OF_ISOTYPE_SWITCHING	36	35		
GO_CELLULAR_GLUCOSE_HOMEOSTASIS	151	132		
GO_HEAD_DEVELOPMENT	771		Rejected!	
GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	82	80		
GO_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	22	20		
GO_REGULATION_OF_APPETITE	21		Rejected!	
GO_PROTEIN_DEGLYCOSYLATION	29	28		
GO_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION	19	19		
GO_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	12		Rejected!	
GO_RESPONSE_TO_VITAMIN_D	38	33		
GO_TRANSLATIONAL_ELONGATION	134	132		
GO_REGULATION_OF_CELL_SUBSTRATE_ADHESION	212	199		
GO_CYTOKINE_SECRETION	221	197		
GO_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	56	52		
GO_LYMPHOCYTE_CHEMOTAXIS	62	57		
GO_MESODERMAL_CELL_DIFFERENTIATION	34	31		
GO_METANEPHRIC_MESENCHYME_DEVELOPMENT	15	15		
GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	13		Rejected!	
GO_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	17	16		
GO_REGULATION_OF_ACROSOME_REACTION	16		Rejected!	
GO_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE	22	20		
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	607		Rejected!	
GO_ACTIN_FILAMENT_POLYMERIZATION	180	174		
GO_SMOOTH_MUSCLE_CONTRACTION	108	93		
